Question Name,Question,Option A,Option B,Option C,Option D,Answer,Explanation
Question 831,If cost incurred for work in process inventory is $350000 and total equivalent units completed till date are 3500 then weighted average cost will be,$10 ,$100 ,$1000 ,$1200 ,B,No explanation
Question 832,First step in decision making process is to,identify the problem,identify the linear variable,identify the certainty,identify the multiplier,A,No explanation
Question 833,If price variance is $30 and budgeted input price is $80 then an actual price would be,‰öÕ$110,‰öÕ$50,$110 ,$50 ,C,No explanation
Question 834,Total cost of producing similar products divided by number of units produced is a technique known as,sale costing system,job costing system,price costing system,process costing system,D,No explanation
Question 835,Method which allocates cost of support department for operating departments by recognizing all mutual services provided is classified as,indirect method,direct method,step down method,reciprocal method,D,No explanation
Question 836,Process which leads to disassembling and analysis of competitors operating activities to become acquainted with competitors' technologies is called,outsource engineering,reverse engineering,target engineering,off shore engineering,B,No explanation
Question 837,If actual cost is $265000 and flexible budget cost is $156000 then flexible budget variance will be,$409000 ,$109000 ,$209000 ,$309000 ,B,No explanation
Question 838,Cause and effect relationship between activity and costs is result of,contractual agreement,knowledge of operations,measureable unit relationship,all of above,D,No explanation
Question 839,Selling price minus variable manufacturing cost per unit minus variable marketing cost per unit is equal to,fixed margin per unit,variable margin per unit,contribution margin per batch,contribution margin per unit,D,No explanation
Question 840,Time a company takes until a good is produced after order placement is known as,manufacturing lead time,manufacturing cycle efficiency,customer response time,system process time,A,No explanation
Question 841,An analysis and reporting of revenues earned and incurred costs to earn these revenues from customers is classified as,partial productivity analysis,treasury cost analysis,customer profitability analysis,customer cost analysis,C,No explanation
Question 842,Third step in process costing system is to,summarize flow of output,compute output in units,summarize total costs,compute cost for each equivalent unit,C,No explanation
Question 843,Technique which accumulates and tracks revenues of business function in value chain attributed to each market offering from R&amp;D to final customer support is called,product life cycle,life cycle budgeting,life cycle costing,target costing,B,No explanation
Question 844,In cost benefit approach type of costs include,cost of ongoing operations,investments in physical assets,training of managers,all of above,D,No explanation
Question 845,Package which consists of two or more products to be sold for single price but components of products in package have separate stand-alone price is called,step down product,dual mix product,bundled product,reciprocal product,C,No explanation
Question 846,Cost of particular cost object which cannot be traced in economically plausible way is termed as,indirect cost,partial cost,benchmark cost,direct cost,A,No explanation
Question 847,If fixed cost is $65000 and contribution margin percentage for bundle is 0.575 then breakeven revenue will be,$113043.48 ,$1200000 ,$130000 ,$140000 ,A,No explanation
Question 848,Stage in manufacturing cycle at which journal entries are made in system of accountancy is known as,chaining point,recording point,lead point,trigger point,D,No explanation
Question 849,Major influential factors on supply and demand include,customers,costs,competitors,all of above,A,No explanation
Question 850,If contribution margin per unit is $12300 and change in sold quantity of units is 50 then change in variable costing operating income will be,$315000 ,$415000 ,$615000 ,$515000 ,C,No explanation
Question 851,Capacity of operations in company which does not consider shutdown periods and interruptions in operations is considered as,normal capacity,theoretical costing,standard capacity,actual capacity,B,No explanation
Question 852,If difference in costs is $9000 and difference in machine hours is $15000 then slope coefficient would be,1.24,0.24,0.6,1.667,C,No explanation
Question 853,Cost which is excluded from inventoriable costs in variable costing method is called,variable factory overheads,fixed manufacturing cost,variable manufacturing costs,fixed factory overheads,B,No explanation
Question 854,If an actual selling price is $400 an actual result is $250 and an actual units sold are 500 then selling price variance will be,$45000 ,$55000 ,$75000 ,$65000 ,C,No explanation
Question 855,Cost of abnormal spoilage is not treated as,conversion costs,sunk costs,inventoriable costs,non inventoriable costs,D,No explanation
Question 856,If change in variable costing in operating income is $9000 and contribution margin per unit is $6000 then change in sold units would be,$2.5 per unit,$1.5 per unit,$3.5 per unit,$5.5 per unit,B,No explanation
Question 857,In production volume variance an acquiring fixed cost such as equipment and plant lease is known as,lump sum price amount,lump sum fixed cost,lump sum variable cost,lump sum manufacturing cost,B,No explanation
Question 858,Hybrid costing system which is applied to batches of similar products but are not identical is classified as,incremental costing system,split off costing system,inventoriable costing system,operation costing system,D,No explanation
Question 859,To decide whether cost is variable cost or fixed cost with respect to some specific activity depends upon,units of labor,unit of production,time horizon,units of inventory,C,No explanation
Question 860,In manufacturing companies revenue and cost drivers are categorized under,variable costs,costs of goods sold,number of units sold,all of above,C,No explanation
Question 861,If required rate of return is 12% and per unit cost of units purchased is $35 then relevant opportunity cost of capital will be,$6.20 ,$7.20 ,$4.20 ,$5.20 ,C,No explanation
Question 862,In a given scenario if cost is considered as indirect cost then independent variable will be considered as,demand allocation base,supply allocation base,cost allocation base,price allocation base,C,No explanation
Question 863,Conversion cost is subtracted from direct manufacturing labor cost to calculate the,direct overheads,overhead costs,factory overhead,manufacturing overhead cost,D,No explanation
Question 864,Price charged by one subunit to supply products or services to another unit is called,subunit autonomy cost,transfer price,performance prices,effort cost,B,No explanation
Question 865,Static budget variance for operating income is added in to static budget amount to calculate,actual result,expected results,expected cost,expected revenue,A,No explanation
Question 866,Cost analysis method which uses mathematical method to use fit between past data observations and cost functions is termed as,quantitative analysis method,qualitative analysis method,account analysis method,conference analysis method,A,No explanation
Question 867,Buying of goods or services from suppliers or vendors of some other country instead of local supplier is classified as,outsourcing,insourcing,idle sourcing,sunk sourcing,A,No explanation
Question 868,Division of all costs related to customers on basis of different cost allocation bases or cost drivers are called,customer cost hierarchy,customer profitability hierarchy,treasury costing hierarchy,partial costing hierarchy,A,No explanation
Question 869,An approach which is used to manage unused capacity is,reengineering,downsizing,upgrading,none of above,B,No explanation
Question 870,Third step in estimation of cost function by using quantitative analysis is collection of data for,cost and cost object,price and cost driver,dependent variable and cost driver,independent variable and cost driver,C,No explanation
Question 871,If per unit budget per unit cost is $200 and budgeted production units are 350 then fixed budgeted manufacturing costs will be,$40000 ,$60000 ,$70000 ,$50000 ,C,No explanation
Question 872,In financial accounting an emphasis and focus is considered as,communication oriented,bank oriented,future oriented,past oriented,D,No explanation
Question 873,If residual error is 51 and predicted cost value is 37 then observed cost value will be,14,88,24,68,B,No explanation
Question 874,Variable overhead flexible budget variance is added to flexible budget amount to calculate,actual cost incurred,fixed cost incurred,variable cost incurred,manufacturing cost incurred,A,No explanation
Question 875,Product costing technique in which markup component is added into cost base to set a target price is known as,market based approach,cost incurrence pricing,cost plus pricing,locked-in cost pricing,C,No explanation
Question 876,If selling price is $2000 and contribution margin per unit is $800 then contribution margin percentage would be,$14000 ,$25700 ,$16000 ,$25000 ,A,No explanation
Question 877,If sales budget variance for operating income is $58000 and static budget amount is $15000 then flexible budget amount will be,$43000 ,$73000 ,$63000 ,$53000 ,B,No explanation
Question 878,Costing system which classify cost into cost categories in a way when an expense is incurred in process is called,conversion expense costing system,inventory costing system,process costing system,job costing system,C,No explanation
Question 879,Method which allocates cost of support department to operating and support departments is known as,indirect method,direct method,step down method,reciprocal method,C,No explanation
Question 880,In estimation of cost function an example of independent variable is,level of activity,quantity stored,quantity manufactured,quality of product,A,No explanation
Question 881,If fixed setup cost is $21000 and variable setup cost is $11000 then setup cost would be,$12000 ,$15000 ,$10000 ,$32000 ,D,No explanation
Question 882,In value chain analysis selling and promotion to prospective customers is classified as,researching,marketing,acquaintance,usefulness,B,No explanation
Question 883,Variance used by managers to check whether company has performed well and properly implemented strategies is considered as,strategic implementation,proper implementation,performance evaluation,well evaluated,C,No explanation
Question 884,System in an organization which defines behavior standards and code of conduct is known as,interactive control system,belief system,boundary system,diagnostic control system,C,No explanation
Question 885,Gross margin is added into cost of sold goods to calculate the,revenues,operating leverage,contribution margin,operating margin,A,No explanation
Question 886,An example of learning and growth perspective in balanced scorecard is,employee turnover rates,operating capabilities and number of patents,operating income and revenue growth,customer satisfaction and market share,A,No explanation
Question 887,An economic value added method is specific type of method to calculate,net income,nominal income,residual income,residual investment,C,No explanation
Question 888,In regression analysis if an observed cost value is 65 and disturbance error is 32 then predicted cost value will be,97,57,33,53,C,No explanation
Question 889,An inward delivery charges and custom duties are classified as,direct labor costs,indirect labor costs,direct material costs,indirect material costs,C,No explanation
Question 890,Relationship between change in activity and change in total costs is considered as,fixed relationship,cause and effect relationship,ineffective relationship,variable relationship,B,No explanation
Question 891,Factors identified by cause and effect diagrams include,component and material factors,machine-related factors,human factors,all of above,D,No explanation
Question 892,Formula of 1 - unexplained variation ‰Åã total variation is used to calculate,coefficient of determination,coefficient of index,coefficient of residual,coefficient of prediction,A,No explanation
Question 893,In an innovation process operation process and post sales services are all sub processes of a perspective named,internal business process perspective,external business process perspective,leadership perspective,reengineering perspective,A,No explanation
Question 894,If units of normal spoilage are 150 and total good units manufactured are 1500 then normal spoilage rate would be,14%,15%,10%,12%,C,No explanation
Question 895,Method of costing that supports creation of value for customer by accounting whole value stream rather than individual departments or products is classified as,economic accounting,back-flush accounting,lean accounting,lead accounting,C,No explanation
Question 896,In management control point of reference for making comparisons of performance is,focused performance,merchandise performance,distribution performance,expected performance,D,No explanation
Question 897,If number of units are 3000 and per unit price is $500 then flexible budget variable will be,$1500000 ,$2500000 ,$3500000 ,$4500000 ,A,No explanation
Question 898,In value chain analysis delivery of services or products to end customers is classified as,resource research,market research,utilization,distribution,D,No explanation
Question 899,Sum of working capital and current liabilities is equal to,imputed assets,residual assets,current assets,nominal assets,C,No explanation
Question 900,Net realizable value is added into separate costs to calculate,split off costs,final cost of direct labor,final sales,final costs,C,No explanation
Question 901,Cause and effect relationship that exists between change in total cost level and change in level of activity is measured with help of,production driver,cost driver,price driver,estimation driver,B,No explanation
Question 902,Supplies plant maintenance plant rent plant insurance and cleaning labor come under type of costs called,labor costs,factory overhead costs,finished costs,manufacturing costs,B,No explanation
Question 903,If contribution margin per unit is $7500 selling price is $1300 and variable manufacturing cost per unit is $1700 then per unit cost of marketing would be,$4500 ,$5500 ,$6500 ,$7500 ,A,No explanation
Question 904,Amount of money by which total revenues exceed breakeven revenues is classified as,margin of safety,margin of profit,margin of loss,margin of income,A,No explanation
Question 905,Fourth step in development of operating budget is to,choose alternatives,evaluate alternatives,efficiency improvements,predicted improvements,A,No explanation
Question 906,Cost that has elements of variable and fixed costs at same time is,variable cost,mixed cost,semi variable cost,Both B and C,D,No explanation
Question 907,If an unexplained variation is 255050 and total variation is 550505 then coefficient of determination will be,0.5063,0.4633,2.16,0.5367,D,No explanation
Question 908,Approaches to allocate costs of support department do not include,sales mix allocation method,dual-rate cost-allocation method,single rate cost allocation method,both b and c,D,No explanation
Question 909,Rupee amount for required return of investment is subtracted from income to calculate,net income,after tax income,residual income,operating income,C,No explanation
Question 910,In broader categories outcomes of decisions are classified as,sunk factors,quantitative factors,qualitative factors,both B and C,D,No explanation
Question 911,In customer cost hierarchy costs of all incurred activities to sell a unit of product are classified as,customer sustaining costs,customer output unit-level costs,customer batch-level costs,corporate sustaining costs,B,No explanation
Question 912,In incremental cost allocation method cost object user who is ranked second in ranking order is known as,First incremental user,primary user,secondary user,second incremental user,A,No explanation
Question 913,Fundamental redesigning and rethinking of business processes to improve critical measures such as quality speed cost and customer satisfaction are called,reengineering,differentiation,bargaining,targeting,A,No explanation
Question 914,If budgeted fixed cost is $48000 and per unit budgeted denominator level is 1200 units then budgeted fixed cost would be,$50 ,$45 ,$55 ,$40 ,D,No explanation
Question 915,If selling price is $2500 variable manufacturing cost per unit is $1000 and variable marketing cost per unit is $500 then contribution margin per unit will be,$4000 ,$2500 ,$1000 ,$15000 ,C,No explanation
Question 916,Difference between master budget capacity and practical capacity is considered as,normal used capacity,unplanned and unused capacity,planned unused capacity,unplanned used capacity,C,No explanation
Question 917,If difference in costs is $32000 and slope coefficient is 0.40 then difference in machine hours would be,$80000 ,$12800 ,$70000 ,$22800 ,A,No explanation
Question 918,What-if technique which examines changes in results if original prediction would not be achieved is called,change analysis,original analysis,sensitivity analysis,predicted analysis,C,No explanation
Question 919,Considering two fiscal years 2013 and 2014 an input price in 2013 and 2014 are $9 and $11 per unit respectively and input required units in 2013 to produce output in 2014 are 30000 units then cost effect of price recovery will be,$60000 ,$6000 ,$65000 ,$6500 ,A,No explanation
Question 920,In budget hierarchy material handling cost is,fixed manufacturing cost,batch level cost,per unit cost,factory overall cost,B,No explanation
Question 921,If budgeted total cost in fixed overhead is $385000 and budgeted total quantity is $6730 then budgeted fixed overhead cost per unit will be,$57.21 per unit,$67.21 per unit,$77.21 per unit,$87.21 per unit,A,No explanation
Question 922,In flexible budget analysis variable overhead flexible budget variance is equal to,fixed cost-variable budget amount,actual cost-flexible budget amount,variable cost-allocated amount,actual cost-variable amount,B,No explanation
Question 923,Flexible budget amount is added in to variable overhead flexible budget variance to calculate,manufacturing costs incurred,variable costs incurred,fixed costs incurred,actual costs incurred,D,No explanation
Question 924,Gross margin percentage in constant gross-margin percentage NRV method is based on,total labor costs,total production,total revenues,total costs,B,No explanation
Question 925,Translation of organization strategy and mission into performance measures to provide framework for strategy implementation is termed as,differentiation scorecard,bargaining scorecard,leadership scorecard,balanced scorecard,D,No explanation
Question 926,Continuous budget is also known as,rolling budget,pin budget,specific budget,past budget,A,No explanation
Question 927,If flexible budget amount is $26000 and fixed overhead flexible budget variance is $12500 then actual incurred cost would be,$38500 ,$48500 ,$58500 ,$13500 ,A,No explanation
Question 928,Second step in developing operating budget is to,identify variable overhead cost,compute the per unit rate,choose the budgeting period,select allocation bases,D,No explanation
Question 929,According to net present value projects that would be acceptable must have a,negative net present value,zero net present value,positive net present value,both b and c,D,No explanation
Question 930,Reorder point is divided by number of sold units for per unit of time to calculate,relevant carrying cost,relevant ordering cost,purchase order lease time,number of purchase orders,C,No explanation
Question 931,If contribution margin of bundle is $45000 and revenue of bundle is $15000 then contribution margin percentage for bundle will be,6%,3%,9%,12%,B,No explanation
Question 932,Contribution margin per unit is divided by selling price to calculate,fixed margin percentage,contribution margin percentage,variable margin percentage,breakeven margin percentage,B,No explanation
Question 933,In plotting of cost functions level of activities according to which charged cost is represented on,x-axis,y-axis,unit axis,term axis,A,No explanation
Question 934,In manufacturing companies variable and absorption costing are methods which are used in,recording of liabilities,costing of current assets,costing of machinery,costing of inventories,D,No explanation
Question 935,Budget which specifies an operating and financial plan usually for a fiscal year or any specific period of time is classified as,annual budget,operating budget,specific budget,master budget,D,No explanation
Question 936,Flexible budget amount is added in to fixed overhead flexible budget variance to calculate,incurred manufacturing,incurred production cost,actual incurred cost,incurred labor cost,C,No explanation
Question 937,Fixed overhead allocated for actual output unit is subtracted from budgeted fixed overhead to calculate,budget variance,production volume variance,price volume variance,cost volume variance,B,No explanation
Question 938,Usage of more resources to develop fundamental standards is classified as,potential budget response,potential management response,potential price response,potential cost response,B,No explanation
Question 939,Which of following do not include among major categories of corporate costs?,human resource management costs,corporate administration costs,treasury costs,discretionary costs,D,No explanation
Question 940,If budgeted revenue is $20000 and breakeven revenue is $15000 then margin of safety will be,$35000 ,$13000 ,$5000 ,$10000 ,C,No explanation
Question 941,In normal costing budgeted rate is multiplied to an actual quantity which have been used as allocation base to calculate,budget overhead applied,manufacturing overhead applied,labor overhead applied,none of above,B,No explanation
Question 942,Second ranked product in incremental revenue allocation method is termed as,primary product,First incremental product,Second incremental product,Third incremental product,B,No explanation
Question 943,An implementation of planning decisions and evaluating performance is classified as,control,evaluation,deciding,performing,A,No explanation
Question 944,If actual payment to labor is $1200 and budgeted rate is $1000 then labor price variance would be,less than zero,equal to zero,favorable,unfavorable,D,No explanation
Question 945,If production is greater than sales then operating income under variable costing is,negative income value,lower income,higher income,zero dividends,B,No explanation
Question 946,Function used to measure decline in labor hours per unit as units of production increases is called,fixed curve,learning curve,linear curve,mixed curve,B,No explanation
Question 947,If invested capital is $150000 and target rate of return on investment is 16% then targeted annual operating income would be,$27000 ,$26000 ,$24000 ,$25000 ,C,No explanation
Question 948,Return on sales is multiplied to investment turnover to calculate,residual income,return on investment,return on sales,investment turnover,B,No explanation
Question 949,Dysfunctional decision making is also known as,dysfunctional decision making,congruent decision making,incongruent decision making,both a and c,D,No explanation
Question 950,Methods used to allocate costs of reciprocal support departments include,direct method,step down,reciprocal method,all of above,D,No explanation
Question 951,In accounting terms term capacity refers to,upper limit,lower limit,zero limit,minimal cost,A,No explanation
Question 952,Direct cost assignment for specific cost object is classified as,cost object line cost,cost tracing,cost object indirect cost,cost object staff cost,B,No explanation
Question 953,Buying of goods or materials for production in a way that they are delivered directly on manufacturing facility of company is called,economic order quantity purchasing,annual purchasing,just in time purchasing,both a and b,C,No explanation
Question 954,Purchase order lead time is multiplied to number of units sold per unit of time to calculate,carrying costs,relevant total costs,economic order quantity,reorder point,D,No explanation
Question 955,Continuous pressure of reducing cost of products to be sold is classified as,supply efficiency,material affectivity,processing effective,cost and efficiency,D,No explanation
Question 956,If cost of indirect support labor is $5000 equipment maintenance setup cost is $7000 and machinery leasing cost is $4000 then variable fixed cost will be,$16000 ,$12000 ,$18000 ,$21000 ,B,No explanation
Question 957,Cost management technique which specially addresses strategic issues is classified as,address management,issue management,strategic cost management,managerial cost,C,No explanation
Question 958,Cash flows method used by net present value method and internal rate of return are,vertical cash flows,discounted cash flows,lean cash flows,future cash flows,B,No explanation
Question 959,An expected performance of company is also known as,price requirements,supply requirements,budgeted performance,demand requirements,C,No explanation
Question 960,Under absorption costing fixed cost of manufacturing is deferred to some,present period,future period,yearly period,monthly period,B,No explanation
Question 961,Costing system in which individual activities are identified as cost object is considered as,manufactured costing,activity based costing,allocation costing,base costing,B,No explanation
Question 962,If fixed overhead allocated for actual output units is $25000 and production volume variance is $9000 then budgeted fixed overhead will be,$34000 ,$24000 ,$16000 ,$18000 ,A,No explanation
Question 963,If difference in costs is $16000 and slope coefficient is 0.40 then difference in machine hours would be,$50000 ,$5400 ,$6400 ,$40000 ,D,No explanation
Question 964,If static budget amount is $6000 and flexible budget amount is $15000 then sales volume variance will be,$9000 ,$8000 ,$12000 ,$21000 ,A,No explanation
Question 965,In standard costing standard quantity allocation is multiplied to standard overhead rates for allocating,flexible costs,variable costs,overhead costs,fixed costs,C,No explanation
Question 966,If direct material cost of sold goods is $4500 and revenues are $9000 then contribution margin would be,‰öÕ$13500,$4500 ,‰öÕ$4500,$13500 ,B,No explanation
Question 967,Determined price at which company expects to pay for every single unit is called,standard price,input price,actual input,output price,A,No explanation
Question 968,In linear cost function which is y = a + bx 'y' is classified as,predicted fixed cost,predicted variable cost,predicted cost,predicted price,C,No explanation
Question 969,Formal information systems used in organizations to focus company's learning and attention given to most important strategic issues are known as,interactive control system,belief systems,boundary systems,diagnostic control systems,A,No explanation
Question 970,In specification analysis assumptions related to linearity states but linearity must be within,irrelevant range,relevant range,significant range,insignificant range,B,No explanation
Question 971,Cost of new machine is considered as,relevant,bunk,dispose value,sunk,A,No explanation
Question 972,If fixed cost is $40000 and contribution margin per unit is $800 per unit then breakeven of units will be,60 units,30 units,50 units,70 units,C,No explanation
Question 973,Maximum freedom for managers and minimum constraints are main features of,total autonomy,total centralization,total decentralization,total congruency,C,No explanation
Question 974,First step in developing an operating budget is to,identify the product,identify the problem,identify the quartiles,identify the percentiles,B,No explanation
Question 975,In regression analysis if predicted cost value is 65 and observed cost value is 19 then disturbance term will be,46,56,36,76,A,No explanation
Question 976,Measures that analyze performance of a company such as residual income economic value added and customer satisfaction are collectively called,interactive control systems,belief systems,boundary systems,diagnostic control systems,D,No explanation
Question 977,Budgeted annual indirect costs are divided to budgeted annual quantity of cost allocation base to calculate,expected indirect cost rate,expected direct cost rate,budgeted indirect cost rate,budgeted direct cost rate,C,No explanation
Question 978,Delivery of goods by time it is contracted to be delivered is known as,effective performance,efficient performance,in-time performance,on-time performance,D,No explanation
Question 979,If conversion cost is $25000 and direct manufacturing labor cost is $17000 then manufacturing overhead cost would be ,$14700 ,$68000 ,$8000 ,$42000 ,C,No explanation
Question 980,In adjustment issues of costing database must consider wide range values of,fixed object,cost driver,cost object,mixed object,B,No explanation
Question 981,Method which considers cost and cost drivers of departments such as employee relations and process engineering is termed as,pricing method,manufacturing method,conference method,inference method,C,No explanation
Question 982,Examples of nonlinear cost functions are,step constant functions,step cost functions,step price functions,step object functions,B,No explanation
Question 983,Manager who is responsible only for revenues of company can be categorized under the,profit center,investment center,cost center,revenue center,D,No explanation
Question 984,If residual error is 35 and predicted cost value is 20 then observed cost value will be,55,15,65,85,A,No explanation
Question 985,To calculate fixed overhead flexible budget variance an actual incurred cost is subtracted from,flexible budget amount,constant amount,variable amount,production amount,A,No explanation
Question 986,Type of costs that cannot be traced for individual products but help in supporting an organization are classified as,individual sustaining costs,facility sustaining costs,sustained tracing,support tracing,B,No explanation
Question 987,Throughput contribution is added into direct material cost of goods sold to calculate,indirect material,revenues,expenses,direct material,B,No explanation
Question 988,Degree to which freedom is given to lower level managers for decision making is classified as,decentralization,centralization,autonomy,congruency,C,No explanation
Question 989,In Regression Analysis if an observed cost value is 85 and disturbance error is 25 then predicted cost value will be,95,50,120,100,B,No explanation
Question 990,First step in developing cost rate for budgeted variable overhead is to,choose the budgeting period,select allocation bases,identify variable overhead cost,compute the per unit rate,A,No explanation
Question 991,Value added manufacturing time is divided by total manufacturing is to calculate,value chain efficiency,value chain effectivity,manufacturing cycle effectivity,manufacturing cycle efficiency,D,No explanation
Question 992,In variable costing change in operating income is driven only by changes in,quantity of units sold,quantity of units manufactured,increase in units sold,decrease in units sold,A,No explanation
Question 993,In activity based costing method implementation an output unit level costs are classified as,indirect costs,direct cost,labor cost,raw material cost,A,No explanation
Question 994,If actual result is $65000 and static budget variance is $35000 then static budget amount will be,$30000 ,$100000 ,$200000 ,$30000 ,A,No explanation
Question 995,Second step in developing operating budget is to,plan coordination,plan accounts,obtain information,coverage information,C,No explanation
Question 996,An example of direct engineered cost is,indirect material cost,direct material cost,direct labor cost,indirect labor cost,B,No explanation
Question 997,Hierarchy which is based on different types of cost allocation and drivers to categorize cost pool activity is classified as,cost hierarchy,price hierarchy,activity hierarchy,purpose hierarchy,A,No explanation
Question 998,Third step in constant gross margin percentage NRV Method to allocate joint cost is to compute,Gross margin percentage,total production cost of each product,allocated joint costs,cost of split off point,C,No explanation
Question 999,Graph which shows change in sold quantity and its effect on operating income is called,PV graph,CV graph,SO graph,QI graph,A,No explanation
Question 1000,Contribution margin is divided to operate income to calculate,degree of operating leverage,degree of change,degree of change in margin,degree of change in income,A,No explanation
Question 1001,Purpose of financial accounting is,communicating company position to investors,helping managers make decisions,future oriented,single person orientation,A,No explanation
Question 1002,Selling price is multiplied to quantity of sold units to calculate,revenues,sold quantity,sold price,bulk price,A,No explanation
Question 1003,Chart which represents how regularly defect occurs in production process is classified as,relevant costing diagram,cause and effect diagram,control chart,Pareto chart,D,No explanation
Question 1004,Numerator of fixed manufacturing rate can be reduced by using,write ups,write downs,upward write up,downward write down,A,No explanation
Question 1005,Factor which provides hedge to managers in adverse and unexpected circumstances is known as,budgetary slack,costly slack,influential slack,target slack,A,No explanation
Question 1006,Costs of issuing purchase orders making of delivery records for tracking payments and costs of inspection of items are classified as,stock-out costs,ordering costs,carrying costs,purchasing costs,B,No explanation
Question 1007,In customer cost hierarchy costs of those activities that cannot be traced to distribution channels or individual customers are called,discretionary channel costs,corporate-sustaining costs,distribution-channel costs,engineered resource costs,B,No explanation
Question 1008,Consideration of increased operating income relative to budgeted amount is classified as,favorable variance,unfavorable variance,revenue variance,cost variance,A,No explanation
Question 1009,Total cost related to work in process inventory is divided by total units of work done is used to calculate,Gross weighted margin,weighted average revenue,weighted average cost,weighted average conversion cost,C,No explanation
Question 1010,In overhead cost variance analysis fixed overhead does not include,efficiency variance,unfavorable variance,production volume variance,favorable variance,A,No explanation
Question 1011,Situation in which cost object has any job customer or product is known as,cost application base,sale application base,price application base,direct application base,A,No explanation
Question 1012,In a relevant range variable cost per unit selling price and total fixed costs are,unknown and variable,known and variable,unknown and constant,known and constant,D,No explanation
Question 1013,For companies in service sector cost which is not considerable is,Inventoriable costs,finished costs,factory overhead costs,manufacturing overhead costs,A,No explanation
Question 1014,If total units of product A B and C are as 200300 and 400 respectively then sales mix would be,100 units,900 units,400 units,500 units,B,No explanation
Question 1015,In accounting cost incurred in past or in historical financial statements is classified as,actual cost,budgeted cost,past cost,incurred cost,A,No explanation
Question 1016,If fixed cost is $30000 and contribution margin per unit is $600 per unit then breakeven in units will be,50 units,60 units,70 units,65 units,A,No explanation
Question 1017,Relationship between cost and cost driver is economically plausible if goodness of fit,has meaning,has no meaning,has index values,has no index values,A,No explanation
Question 1018, An overtime is considered in cost accounting as,indirect costs,overhead costs,premium costs,both a and b,D,No explanation
Question 1019,Working capital cash outflow cash outflow to buy machine and cash inflow from machine are examples of,cash flow from operations,terminal disposal of investment,net initial investment,average return on investment,C,No explanation
Question 1020,Situation in which two or more independent variables are highly correlated is known as,price linearity,cost linearity,division linearity,multi-collinearity,D,No explanation
Question 1021,Balancing of all aspects of products or services and all departments in company are classified as,annual profit plan,budgeting,coordination,complex plan,C,No explanation
Question 1022,An expected future cost which diverges in unconventional course of action is known as,partial cost,total cost,irrelevant cost,relevant cost,D,No explanation
Question 1023,In cost-plus pricing 'plus' refers to a component named as,off shore cost,markup,sunk cost,outsource cost,B,No explanation
Question 1024,Total available assets are subtracted from idle assets to calculate,market equity,total assets employed,total assets available,stockholders' equity,B,No explanation
Question 1025,Method which allocates cost of support department to only operating departments is called,indirect method,direct method,step down method,reciprocal method,B,No explanation
Question 1026,An accounting which records and measures business transactions and is followed by generally accepted accounting principles is classified as,external accounting,internal accounting,business accounting,financial accounting,D,No explanation
Question 1027,If an actual price of material is $700 and budgeted price is $900 then the,cost variance is favorable,cost variance is unfavorable,price variance is favorable,price variance is unfavorable,C,No explanation
Question 1028,If margin of safety is $35000 and budgeted revenue is $80000 then margin of safety in percentage will be,32.75%,43.75%,53%,22%,B,No explanation
Question 1029,If cost per unit is $70 and total number of units manufactured in company are 6000 then total manufacturing cost would be,$240000.00 ,$320000 ,$210000 ,$420000 ,D,No explanation
Question 1030,If contribution margin per unit is $500 and contribution margin percentage is 25% then selling price will be,$2000 ,$5250 ,$4280 ,$3860 ,A,No explanation
Question 1031,In income statement of merchandising costs period cost includes all costs which are not related to,cost of resale goods,cost of manufacturing goods,timed resale of goods,cost of purchased goods,D,No explanation
Question 1032,If static budget variance is $38000 and static budget amount is $12000 then an actual result would be,$36000 ,$60000 ,$26000 ,$50000 ,D,No explanation
Question 1033,If net realizable value is $20000 and separable costs are $18000 then final sales will be,$20000 ,$18000 ,$2000 ,$38000 ,D,No explanation
Question 1034,Process in which earned revenue is related to specific revenue object which can cannot trace it in cost effective way is known as,revenue allocation,revenue object,revenue increment,reciprocal revenue,A,No explanation
Question 1035,Considering dual rate method if employees work for 8500 budgeted hours at $120 per hour and work for 9500 actual hours at $110 per hour then total cost would be, $2078000 , $3078000 , $2065000 , $3065000 ,C,No explanation
Question 1036,Value of sales consider sales value at split off method is of,entire direct material of accounting period,entire production of accounting period,portion of production of accounting period,entire indirect material of accounting period,B,No explanation
Question 1037,First step in estimation of cost function by using quantitative analysis is to,choose price estimation method,choose dependent variable,choose independent variable,choose revenue estimation method,B,No explanation
Question 1038,Product which requires large amount of resources but incur low per unit cost is classified as,product under costing,product over costing,expected under cost,expected over cost,A,No explanation
Question 1039,If beginning inventory is $40000 total revenues are $225000 and ending inventory is $30000 then total production would be,$95000 ,$235000 ,$295000 ,$195000 ,B,No explanation
Question 1040,Schedule of expected disbursements and cash receipts is considered as,planned schedule,cash budget,market budget,price schedule,B,No explanation
Question 1041,If an allocated indirect cost is $1500 and actual incurred indirect cost is $1200 then this is classified as,applied indirect cost,applied direct cost,incurred indirect cost,over allocated indirect cost,D,No explanation
Question 1042,Method which determines weights of cost allocation by considering cost of each user as separate entity is known as,bundled products allocation method,variable cost allocation method,stand-alone cost allocation method,incremental cost allocation method,C,No explanation
Question 1043,If an unexplained variation is 350050 and total variation is 700505 then coefficient of determination would be,3,0.5003,0.7003,2,B,No explanation
Question 1044,If an actual result in static budget is $2500 and corresponding budgeted amount is $2200 then static budget variance will be,$3000 ,$300 ,$4700 ,$4500 ,B,No explanation
